Date,Region,Temperature (K),Rainfall (mm),Humidity (%),Crop Yield Impact Score
2040-11-23,Emerald City,303.65,301.1,49.8,1.84
2040-11-23,Dragonstone,295.75,245.8,80.5,1.46
2040-11-23,Wakanda,310.15,20.1,68.9,1.36
2040-11-23,Neverland,306.15,26.8,56.4,1.86
2040-11-23,Pandora,299.15,142.7,54.4,1.12
2040-11-23,Zion,303.85,88.0,67.7,1.78
2040-11-23,El Dorado,310.35,203.1,79.8,2.05
2040-11-23,Narnia,308.54999999999995,4.0,92.5,0.61
2040-11-23,Asgard,299.95,235.4,78.2,1.05
2040-11-23,Elysium,304.85,492.1,61.7,1.89
2040-11-23,Starling City,310.35,404.5,57.1,2.2
2040-11-23,Eldoria,305.54999999999995,81.3,74.6,2.22
2040-11-23,Starling City,310.35,404.5,57.1,2.2
2040-11-23,Rivendell,299.95,243.5,49.4,1.37
2040-11-23,Gotham,307.25,361.7,94.6,1.61
2040-11-23,Atlantis,301.25,258.1,88.4,0.92
2040-11-23,Mystic Falls,307.54999999999995,474.5,61.3,1.89
2040-11-23,Hogsmeade,308.85,150.5,65.6,1.96
2040-11-23,Arcadia,304.15,222.2,81.0,1.68
2040-11-23,Emerald City,303.65,301.1,49.8,1.84
2040-11-23,Winterfell,296.54999999999995,392.9,53.2,1.35
2040-11-23,Narnia,308.54999999999995,4.0,92.5,0.61
2040-11-23,Dragonstone,295.75,245.8,80.5,1.46
2040-11-23,Wakanda,310.15,20.1,68.9,1.36
2040-11-23,Asgard,299.95,235.4,78.2,1.05
2040-11-23,Neverland,306.15,26.8,56.4,1.86
2040-11-23,Camelot,295.75,51.8,93.6,2.22
2040-11-23,Narnia,308.54999999999995,4.0,92.5,0.61
2040-11-23,Winterfell,296.54999999999995,392.9,53.2,1.35
2040-11-23,Zion,303.85,88.0,67.7,1.78
2040-11-23,Mystic Falls,307.54999999999995,474.5,61.3,1.89
2040-11-23,Valhalla,302.65,492.9,89.4,1.22
2040-11-23,Avalon,293.54999999999995,207.7,83.7,2.25
2040-11-23,Camelot,295.75,51.8,93.6,2.22
2040-11-23,El Dorado,310.35,203.1,79.8,2.05
2040-11-23,Zion,303.85,88.0,67.7,1.78
2040-11-23,Pandora,299.15,142.7,54.4,1.12
2040-11-23,Asgard,299.95,235.4,78.2,1.05
2040-11-23,Wakanda,310.15,20.1,68.9,1.36
2040-11-23,Dragonstone,295.75,245.8,80.5,1.46
2040-11-23,Narnia,308.54999999999995,4.0,92.5,0.61
2040-11-23,Emerald City,303.65,301.1,49.8,1.84
2040-11-23,Hogsmeade,308.85,150.5,65.6,1.96
2040-11-23,El Dorado,310.35,203.1,79.8,2.05
2040-11-23,Neverland,306.15,26.8,56.4,1.86
2040-11-23,Atlantis,301.25,258.1,88.4,0.92
2040-11-23,Neverland,306.15,26.8,56.4,1.86
2040-11-23,Rivendell,299.95,243.5,49.4,1.37
2040-11-23,Winterfell,296.54999999999995,392.9,53.2,1.35
2040-11-23,Starling City,310.35,404.5,57.1,2.2
2040-11-23,Eldoria,305.54999999999995,81.3,74.6,2.22
2040-11-23,Olympus,301.35,106.6,53.6,1.74
2040-11-23,Pandora,299.15,142.7,54.4,1.12
2040-11-23,Arcadia,304.15,222.2,81.0,1.68
2040-11-23,Elysium,304.85,492.1,61.7,1.89
2040-11-23,Shangri-La,295.45,404.4,86.0,0.98
2040-11-23,Valhalla,302.65,492.9,89.4,1.22
2040-11-23,Avalon,293.54999999999995,207.7,83.7,2.25
2040-11-23,Camelot,295.75,51.8,93.6,2.22
2040-11-23,Metropolis,306.15,266.3,93.9,2.18
2040-11-23,Gotham,307.25,361.7,94.6,1.61
2040-11-23,Asgard,299.95,235.4,78.2,1.05
2040-11-23,Hogsmeade,308.85,150.5,65.6,1.96
2040-11-23,Emerald City,303.65,301.1,49.8,1.84
2040-11-23,Emerald City,303.65,301.1,49.8,1.84
2040-11-23,Hogsmeade,308.85,150.5,65.6,1.96
2040-11-23,Neverland,306.15,26.8,56.4,1.86
2040-11-23,Mystic Falls,307.54999999999995,474.5,61.3,1.89
2040-11-23,Mystic Falls,307.54999999999995,474.5,61.3,1.89
2040-11-23,Gotham,307.25,361.7,94.6,1.61
2040-11-23,Narnia,308.54999999999995,4.0,92.5,0.61
2040-11-23,Rivendell,299.95,243.5,49.4,1.37
2040-11-23,Starling City,310.35,404.5,57.1,2.2
2040-11-23,Eldoria,305.54999999999995,81.3,74.6,2.22
2040-11-23,Olympus,301.35,106.6,53.6,1.74
2040-11-23,Atlantis,301.25,258.1,88.4,0.92
2040-11-23,Gotham,307.25,361.7,94.6,1.61
2040-11-23,Olympus,301.35,106.6,53.6,1.74
2040-11-23,Winterfell,296.54999999999995,392.9,53.2,1.35
2040-11-23,Emerald City,303.65,301.1,49.8,1.84
2040-11-23,Dragonstone,295.75,245.8,80.5,1.46
2040-11-23,Metropolis,306.15,266.3,93.9,2.18
2040-11-23,Narnia,308.54999999999995,4.0,92.5,0.61
2040-11-23,Dragonstone,295.75,245.8,80.5,1.46
2040-11-23,Wakanda,310.15,20.1,68.9,1.36
2040-11-23,Asgard,299.95,235.4,78.2,1.05
2040-11-23,Pandora,299.15,142.7,54.4,1.12
2040-11-23,Zion,303.85,88.0,67.7,1.78
2040-11-23,Wakanda,310.15,20.1,68.9,1.36
2040-11-23,El Dorado,310.35,203.1,79.8,2.05
2040-11-23,Avalon,293.54999999999995,207.7,83.7,2.25
2040-11-23,Valhalla,302.65,492.9,89.4,1.22
2040-11-23,Atlantis,301.25,258.1,88.4,0.92
2040-11-23,Shangri-La,295.45,404.4,86.0,0.98
2040-11-23,Elysium,304.85,492.1,61.7,1.89
2040-11-23,Arcadia,304.15,222.2,81.0,1.68
2040-11-23,Camelot,295.75,51.8,93.6,2.22
2040-11-23,Avalon,293.54999999999995,207.7,83.7,2.25
2040-11-24,Eldoria,305.54999999999995,81.3,74.6,2.22
2040-11-24,Elysium,304.85,492.1,61.7,1.89
2040-11-24,Wakanda,310.15,20.1,68.9,1.36
2040-11-24,Olympus,301.35,106.6,53.6,1.74
2040-11-24,Asgard,299.95,235.4,78.2,1.05
2040-11-24,Pandora,299.15,142.7,54.4,1.12
2040-11-24,Asgard,299.95,235.4,78.2,1.05
2040-11-24,Pandora,299.15,142.7,54.4,1.12
2040-11-24,Zion,303.85,88.0,67.7,1.78
2040-11-24,Zion,303.85,88.0,67.7,1.78
2040-11-24,Gotham,307.25,361.7,94.6,1.61
2040-11-24,Rivendell,299.95,243.5,49.4,1.37
2040-11-24,Winterfell,296.54999999999995,392.9,53.2,1.35
2040-11-24,Starling City,310.35,404.5,57.1,2.2
2040-11-24,Eldoria,305.54999999999995,81.3,74.6,2.22
2040-11-24,Olympus,301.35,106.6,53.6,1.74
2040-11-24,Metropolis,306.15,266.3,93.9,2.18
2040-11-24,Arcadia,304.15,222.2,81.0,1.68
2040-11-24,Elysium,304.85,492.1,61.7,1.89
2040-11-24,Arcadia,304.15,222.2,81.0,1.68
2040-11-24,Pandora,299.15,142.7,54.4,1.12
2040-11-24,Atlantis,301.25,258.1,88.4,0.92
2040-11-24,Metropolis,306.15,266.3,93.9,2.18
2040-11-24,Zion,303.85,88.0,67.7,1.78
2040-11-24,Eldoria,305.54999999999995,81.3,74.6,2.22
2040-11-24,Narnia,308.54999999999995,4.0,92.5,0.61
2040-11-24,Asgard,299.95,235.4,78.2,1.05
2040-11-24,Zion,303.85,88.0,67.7,1.78
2040-11-24,El Dorado,310.35,203.1,79.8,2.05
2040-11-24,Camelot,295.75,51.8,93.6,2.22
2040-11-24,Avalon,293.54999999999995,207.7,83.7,2.25
2040-11-24,Valhalla,302.65,492.9,89.4,1.22
2040-11-24,Shangri-La,295.45,404.4,86.0,0.98
2040-11-24,Pandora,299.15,142.7,54.4,1.12
2040-11-24,Emerald City,303.65,301.1,49.8,1.84
2040-11-24,Hogsmeade,308.85,150.5,65.6,1.96
2040-11-24,Neverland,306.15,26.8,56.4,1.86
2040-11-24,Winterfell,296.54999999999995,392.9,53.2,1.35
2040-11-24,Starling City,310.35,404.5,57.1,2.2
2040-11-24,Neverland,306.15,26.8,56.4,1.86
2040-11-24,Camelot,295.75,51.8,93.6,2.22
2040-11-24,El Dorado,310.35,203.1,79.8,2.05
2040-11-24,Valhalla,302.65,492.9,89.4,1.22
2040-11-24,Rivendell,299.95,243.5,49.4,1.37
2040-11-24,Hogsmeade,308.85,150.5,65.6,1.96
2040-11-24,Mystic Falls,307.54999999999995,474.5,61.3,1.89
2040-11-24,Atlantis,301.25,258.1,88.4,0.92
2040-11-24,Gotham,307.25,361.7,94.6,1.61
2040-11-24,Avalon,293.54999999999995,207.7,83.7,2.25
2040-11-24,Winterfell,296.54999999999995,392.9,53.2,1.35
2040-11-24,Rivendell,299.95,243.5,49.4,1.37
2040-11-24,Neverland,306.15,26.8,56.4,1.86
2040-11-24,El Dorado,310.35,203.1,79.8,2.05
2040-11-24,Gotham,307.25,361.7,94.6,1.61
2040-11-24,Mystic Falls,307.54999999999995,474.5,61.3,1.89
2040-11-24,Mystic Falls,307.54999999999995,474.5,61.3,1.89
2040-11-24,Atlantis,301.25,258.1,88.4,0.92
2040-11-24,Dragonstone,295.75,245.8,80.5,1.46
2040-11-24,Dragonstone,295.75,245.8,80.5,1.46
2040-11-24,Wakanda,310.15,20.1,68.9,1.36
2040-11-24,Emerald City,303.65,301.1,49.8,1.84
2040-11-24,Atlantis,301.25,258.1,88.4,0.92
2040-11-24,Pandora,299.15,142.7,54.4,1.12
2040-11-24,Wakanda,310.15,20.1,68.9,1.36
2040-11-24,Dragonstone,295.75,245.8,80.5,1.46
2040-11-24,Narnia,308.54999999999995,4.0,92.5,0.61
2040-11-24,Emerald City,303.65,301.1,49.8,1.84
2040-11-24,Narnia,308.54999999999995,4.0,92.5,0.61
2040-11-24,Hogsmeade,308.85,150.5,65.6,1.96
2040-11-24,Asgard,299.95,235.4,78.2,1.05
2040-11-24,Camelot,295.75,51.8,93.6,2.22
2040-11-24,Avalon,293.54999999999995,207.7,83.7,2.25
2040-11-24,Valhalla,302.65,492.9,89.4,1.22
2040-11-24,Arcadia,304.15,222.2,81.0,1.68
2040-11-24,Zion,303.85,88.0,67.7,1.78
2040-11-24,Metropolis,306.15,266.3,93.9,2.18
2040-11-24,Shangri-La,295.45,404.4,86.0,0.98
2040-11-24,Eldoria,305.54999999999995,81.3,74.6,2.22
2040-11-24,Elysium,304.85,492.1,61.7,1.89
2040-11-24,Emerald City,303.65,301.1,49.8,1.84
2040-11-24,Neverland,306.15,26.8,56.4,1.86
2040-11-24,Dragonstone,295.75,245.8,80.5,1.46
2040-11-24,Narnia,308.54999999999995,4.0,92.5,0.61
2040-11-24,Emerald City,303.65,301.1,49.8,1.84
2040-11-24,Olympus,301.35,106.6,53.6,1.74
2040-11-24,Hogsmeade,308.85,150.5,65.6,1.96
2040-11-24,Mystic Falls,307.54999999999995,474.5,61.3,1.89
2040-11-24,Wakanda,310.15,20.1,68.9,1.36
2040-11-24,Atlantis,301.25,258.1,88.4,0.92
2040-11-24,Narnia,308.54999999999995,4.0,92.5,0.61
2040-11-24,Wakanda,310.15,20.1,68.9,1.36
2040-11-24,Shangri-La,295.45,404.4,86.0,0.98
2040-11-24,Starling City,310.35,404.5,57.1,2.2
2040-11-24,Shangri-La,295.45,404.4,86.0,0.98
2040-11-24,Elysium,304.85,492.1,61.7,1.89
2040-11-24,Arcadia,304.15,222.2,81.0,1.68
2040-11-24,Metropolis,306.15,266.3,93.9,2.18
2040-11-24,Dragonstone,295.75,245.8,80.5,1.46
2040-11-24,Camelot,295.75,51.8,93.6,2.22
2040-11-24,Valhalla,302.65,492.9,89.4,1.22
2040-11-24,Avalon,293.54999999999995,207.7,83.7,2.25
2040-11-24,El Dorado,310.35,203.1,79.8,2.05
2040-11-24,Hogsmeade,308.85,150.5,65.6,1.96
2040-11-24,Pandora,299.15,142.7,54.4,1.12
2040-11-24,Asgard,299.95,235.4,78.2,1.05
2040-11-24,Shangri-La,295.45,404.4,86.0,0.98
2040-11-24,Olympus,301.35,106.6,53.6,1.74
2040-11-24,Gotham,307.25,361.7,94.6,1.61
2040-11-24,Winterfell,296.54999999999995,392.9,53.2,1.35
2040-11-24,Elysium,304.85,492.1,61.7,1.89
2040-11-24,Winterfell,296.54999999999995,392.9,53.2,1.35
2040-11-24,Dragonstone,295.75,245.8,80.5,1.46
2040-11-24,Wakanda,310.15,20.1,68.9,1.36
2040-11-24,Asgard,299.95,235.4,78.2,1.05
2040-11-24,Rivendell,299.95,243.5,49.4,1.37
2040-11-24,Arcadia,304.15,222.2,81.0,1.68
2040-11-24,Winterfell,296.54999999999995,392.9,53.2,1.35
2040-11-24,Eldoria,305.54999999999995,81.3,74.6,2.22
2040-11-24,Olympus,301.35,106.6,53.6,1.74
2040-11-24,Metropolis,306.15,266.3,93.9,2.18
2040-11-24,Arcadia,304.15,222.2,81.0,1.68
2040-11-24,Elysium,304.85,492.1,61.7,1.89
2040-11-24,Shangri-La,295.45,404.4,86.0,0.98
2040-11-24,Starling City,310.35,404.5,57.1,2.2
2040-11-24,Rivendell,299.95,243.5,49.4,1.37
2040-11-24,Metropolis,306.15,266.3,93.9,2.18
2040-11-24,Eldoria,305.54999999999995,81.3,74.6,2.22
2040-11-24,Starling City,310.35,404.5,57.1,2.2
2040-11-24,Neverland,306.15,26.8,56.4,1.86
2040-11-24,Mystic Falls,307.54999999999995,474.5,61.3,1.89
2040-11-24,Zion,303.85,88.0,67.7,1.78
2040-11-24,Gotham,307.25,361.7,94.6,1.61
2040-11-24,Emerald City,303.65,301.1,49.8,1.84
2040-11-24,Olympus,301.35,106.6,53.6,1.74
2040-11-24,Hogsmeade,308.85,150.5,65.6,1.96
2040-11-24,Mystic Falls,307.54999999999995,474.5,61.3,1.89
2040-11-24,Atlantis,301.25,258.1,88.4,0.92
2040-11-24,Gotham,307.25,361.7,94.6,1.61
2040-11-24,Narnia,308.54999999999995,4.0,92.5,0.61
2040-11-24,Rivendell,299.95,243.5,49.4,1.37
2040-11-24,Starling City,310.35,404.5,57.1,2.2
2040-11-24,Neverland,306.15,26.8,56.4,1.86
2040-11-25,Narnia,295.35,314.8,82.3,1.24
2040-11-25,Olympus,301.35,106.6,53.6,1.74
2040-11-25,Neverland,305.85,125.5,80.7,0.95
2040-11-25,Dragonstone,296.35,145.3,73.8,0.94
2040-11-25,Eldoria,305.54999999999995,81.3,74.6,2.22
2040-11-25,Narnia,295.35,314.8,82.3,1.24
2040-11-25,Emerald City,300.25,132.5,90.5,2.09
2040-11-25,Hogsmeade,293.45,359.7,49.0,0.73
2040-11-25,Neverland,305.85,125.5,80.7,0.95
2040-11-25,Mystic Falls,296.45,181.4,51.8,0.93
2040-11-25,Atlantis,301.25,258.1,88.4,0.92
2040-11-25,Gotham,307.25,361.7,94.6,1.61
2040-11-25,Rivendell,299.95,243.5,49.4,1.37
2040-11-25,Winterfell,296.54999999999995,392.9,53.2,1.35
2040-11-25,Starling City,310.35,404.5,57.1,2.2
2040-11-25,Elysium,300.75,311.3,49.5,1.22
2040-11-25,Valhalla,307.75,213.8,80.1,1.28
2040-11-25,Olympus,296.95,24.2,51.6,1.86
2040-11-25,Avalon,294.65,441.7,81.5,1.64
2040-11-25,El Dorado,304.25,64.6,72.8,1.78
2040-11-25,Winterfell,296.54999999999995,392.9,53.2,1.35
2040-11-25,Rivendell,299.95,243.5,49.4,1.37
2040-11-25,Gotham,307.25,361.7,94.6,1.61
2040-11-25,Atlantis,301.25,258.1,88.4,0.92
2040-11-25,Mystic Falls,296.45,181.4,51.8,0.93
2040-11-25,Neverland,305.85,125.5,80.7,0.95
2040-11-25,Asgard,299.75,45.7,57.2,1.7
2040-11-25,Hogsmeade,293.45,359.7,49.0,0.73
2040-11-25,Narnia,295.35,314.8,82.3,1.24
2040-11-25,Dragonstone,296.35,145.3,73.8,0.94
2040-11-25,Wakanda,303.65,54.7,53.8,0.66
2040-11-25,Asgard,299.75,45.7,57.2,1.7
2040-11-25,Pandora,306.95,278.1,70.6,0.77
2040-11-25,Zion,310.65,208.2,54.0,2.03
2040-11-25,Emerald City,300.25,132.5,90.5,2.09
2040-11-25,Pandora,306.95,278.1,70.6,0.77
2040-11-25,Zion,310.65,208.2,54.0,2.03
2040-11-25,El Dorado,304.25,64.6,72.8,1.78
2040-11-25,Atlantis,295.65,59.3,50.0,2.06
2040-11-25,Shangri-La,310.75,333.4,52.3,0.93
2040-11-25,Mystic Falls,296.45,181.4,51.8,0.93
2040-11-25,Avalon,293.54999999999995,207.7,83.7,2.25
2040-11-25,Camelot,295.75,51.8,93.6,2.22
2040-11-25,El Dorado,310.35,203.1,79.8,2.05
2040-11-25,Gotham,303.65,26.7,67.4,0.95
2040-11-25,Valhalla,302.65,492.9,89.4,1.22
2040-11-25,El Dorado,310.35,203.1,79.8,2.05
2040-11-25,Emerald City,300.25,132.5,90.5,2.09
2040-11-25,Elysium,304.85,492.1,61.7,1.89
2040-11-25,Shangri-La,295.45,404.4,86.0,0.98
2040-11-25,Valhalla,302.65,492.9,89.4,1.22
2040-11-25,Narnia,295.35,314.8,82.3,1.24
2040-11-25,Avalon,293.54999999999995,207.7,83.7,2.25
2040-11-25,Starling City,310.35,404.5,57.1,2.2
2040-11-25,Rivendell,299.95,414.6,54.0,2.1
2040-11-25,Starling City,296.85,181.9,58.1,0.7
2040-11-25,Camelot,294.75,87.4,82.3,1.95
2040-11-25,Avalon,294.65,441.7,81.5,1.64
2040-11-25,Valhalla,307.75,213.8,80.1,1.28
2040-11-25,Shangri-La,310.75,333.4,52.3,0.93
2040-11-25,Elysium,300.75,311.3,49.5,1.22
2040-11-25,Arcadia,294.65,173.1,60.0,2.1
2040-11-25,Winterfell,297.65,221.7,73.0,1.45
2040-11-25,Wakanda,303.65,54.7,53.8,0.66
2040-11-25,Metropolis,306.15,266.3,93.9,2.18
2040-11-25,Arcadia,304.15,222.2,81.0,1.68
2040-11-25,Arcadia,294.65,173.1,60.0,2.1
2040-11-25,Metropolis,307.95,180.2,74.4,1.37
2040-11-25,Olympus,296.95,24.2,51.6,1.86
2040-11-25,Eldoria,294.65,400.2,69.3,1.16
2040-11-25,Olympus,301.35,106.6,53.6,1.74
2040-11-25,Metropolis,306.15,266.3,93.9,2.18
2040-11-25,Eldoria,305.54999999999995,81.3,74.6,2.22
2040-11-25,Arcadia,294.65,173.1,60.0,2.1
2040-11-25,Metropolis,307.95,180.2,74.4,1.37
2040-11-25,Olympus,296.95,24.2,51.6,1.86
2040-11-25,Eldoria,294.65,400.2,69.3,1.16
2040-11-25,Starling City,296.85,181.9,58.1,0.7
2040-11-25,Winterfell,297.65,221.7,73.0,1.45
2040-11-25,Rivendell,299.95,414.6,54.0,2.1
2040-11-25,Gotham,303.65,26.7,67.4,0.95
2040-11-25,Atlantis,295.65,59.3,50.0,2.06
2040-11-25,Mystic Falls,296.45,181.4,51.8,0.93
2040-11-25,Neverland,305.85,125.5,80.7,0.95
2040-11-25,Starling City,296.85,181.9,58.1,0.7
2040-11-25,Dragonstone,296.35,145.3,73.8,0.94
2040-11-25,Hogsmeade,293.45,359.7,49.0,0.73
2040-11-25,Shangri-La,310.75,333.4,52.3,0.93
2040-11-25,Camelot,295.75,51.8,93.6,2.22
2040-11-25,Avalon,294.65,441.7,81.5,1.64
2040-11-25,Emerald City,300.25,132.5,90.5,2.09
2040-11-25,Zion,310.65,208.2,54.0,2.03
2040-11-25,Pandora,306.95,278.1,70.6,0.77
2040-11-25,Asgard,299.75,45.7,57.2,1.7
2040-11-25,Wakanda,303.65,54.7,53.8,0.66
2040-11-25,Dragonstone,296.35,145.3,73.8,0.94
2040-11-25,Narnia,295.35,314.8,82.3,1.24
2040-11-25,Arcadia,304.15,222.2,81.0,1.68
2040-11-25,Neverland,305.85,125.5,80.7,0.95
2040-11-25,Winterfell,297.65,221.7,73.0,1.45
2040-11-25,Mystic Falls,296.45,181.4,51.8,0.93
2040-11-25,Atlantis,295.65,59.3,50.0,2.06
2040-11-25,Rivendell,299.95,414.6,54.0,2.1
2040-11-25,Gotham,303.65,26.7,67.4,0.95
2040-11-25,Camelot,294.75,87.4,82.3,1.95
2040-11-25,Hogsmeade,293.45,359.7,49.0,0.73
2040-11-25,Elysium,300.75,311.3,49.5,1.22
2040-11-25,Valhalla,307.75,213.8,80.1,1.28
2040-11-25,Eldoria,294.65,400.2,69.3,1.16
2040-11-25,Wakanda,303.65,54.7,53.8,0.66
2040-11-25,Asgard,299.75,45.7,57.2,1.7
2040-11-25,Pandora,306.95,278.1,70.6,0.77
2040-11-25,Zion,310.65,208.2,54.0,2.03
2040-11-25,El Dorado,304.25,64.6,72.8,1.78
2040-11-25,Camelot,294.75,87.4,82.3,1.95
2040-11-25,Dragonstone,296.35,145.3,73.8,0.94
2040-11-25,Neverland,305.85,125.5,80.7,0.95
2040-11-25,Avalon,294.65,441.7,81.5,1.64
2040-11-25,Camelot,294.75,87.4,82.3,1.95
2040-11-25,Shangri-La,295.45,404.4,86.0,0.98
2040-11-25,Elysium,304.85,492.1,61.7,1.89
2040-11-25,Hogsmeade,293.45,359.7,49.0,0.73
2040-11-25,Emerald City,300.25,132.5,90.5,2.09
2040-11-25,Valhalla,307.75,213.8,80.1,1.28
2040-11-25,El Dorado,304.25,64.6,72.8,1.78
2040-11-25,Narnia,295.35,314.8,82.3,1.24
2040-11-25,Hogsmeade,293.45,359.7,49.0,0.73
2040-11-25,Dragonstone,296.35,145.3,73.8,0.94
2040-11-25,Metropolis,307.95,180.2,74.4,1.37
2040-11-25,Elysium,300.75,311.3,49.5,1.22
2040-11-25,Arcadia,294.65,173.1,60.0,2.1
2040-11-25,Metropolis,307.95,180.2,74.4,1.37
2040-11-25,Olympus,296.95,24.2,51.6,1.86
2040-11-25,Emerald City,300.25,132.5,90.5,2.09
2040-11-25,Eldoria,294.65,400.2,69.3,1.16
2040-11-25,Winterfell,297.65,221.7,73.0,1.45
2040-11-25,Rivendell,299.95,414.6,54.0,2.1
2040-11-25,Gotham,303.65,26.7,67.4,0.95
2040-11-25,Atlantis,295.65,59.3,50.0,2.06
2040-11-25,Shangri-La,310.75,333.4,52.3,0.93
2040-11-25,Mystic Falls,296.45,181.4,51.8,0.93
2040-11-25,Starling City,296.85,181.9,58.1,0.7
2040-11-26,Mystic Falls,296.45,181.4,51.8,0.93
2040-11-26,Neverland,305.85,125.5,80.7,0.95
2040-11-26,Wakanda,303.65,54.7,53.8,0.66
2040-11-26,Hogsmeade,293.45,359.7,49.0,0.73
2040-11-26,Narnia,295.35,314.8,82.3,1.24
2040-11-26,Metropolis,307.95,180.2,74.4,1.37
2040-11-26,Eldoria,294.65,400.2,69.3,1.16
2040-11-26,Olympus,296.95,24.2,51.6,1.86
2040-11-26,Metropolis,307.95,180.2,74.4,1.37
2040-11-26,Arcadia,294.65,173.1,60.0,2.1
2040-11-26,Rivendell,299.95,414.6,54.0,2.1
2040-11-26,Elysium,300.75,311.3,49.5,1.22
2040-11-26,Wakanda,303.65,54.7,53.8,0.66
2040-11-26,Asgard,299.75,45.7,57.2,1.7
2040-11-26,Pandora,306.95,278.1,70.6,0.77
2040-11-26,Valhalla,307.75,213.8,80.1,1.28
2040-11-26,Avalon,294.65,441.7,81.5,1.64
2040-11-26,Camelot,294.75,87.4,82.3,1.95
2040-11-26,Shangri-La,310.75,333.4,52.3,0.93
2040-11-26,Gotham,303.65,26.7,67.4,0.95
2040-11-26,Atlantis,295.65,59.3,50.0,2.06
2040-11-26,Mystic Falls,296.45,181.4,51.8,0.93
2040-11-26,Elysium,300.75,311.3,49.5,1.22
2040-11-26,Neverland,305.85,125.5,80.7,0.95
2040-11-26,Hogsmeade,293.45,359.7,49.0,0.73
2040-11-26,Emerald City,300.25,132.5,90.5,2.09
2040-11-26,Narnia,295.35,314.8,82.3,1.24
2040-11-26,Dragonstone,296.35,145.3,73.8,0.94
2040-11-26,Wakanda,303.65,54.7,53.8,0.66
2040-11-26,Starling City,296.85,181.9,58.1,0.7
2040-11-26,Asgard,299.75,45.7,57.2,1.7
2040-11-26,Zion,310.65,208.2,54.0,2.03
2040-11-26,El Dorado,304.25,64.6,72.8,1.78
2040-11-26,Camelot,294.75,87.4,82.3,1.95
2040-11-26,Avalon,294.65,441.7,81.5,1.64
2040-11-26,Valhalla,307.75,213.8,80.1,1.28
2040-11-26,Shangri-La,310.75,333.4,52.3,0.93
2040-11-26,Pandora,306.95,278.1,70.6,0.77
2040-11-26,Emerald City,300.25,132.5,90.5,2.09
2040-11-26,Winterfell,297.65,221.7,73.0,1.45
2040-11-26,Olympus,296.95,24.2,51.6,1.86
2040-11-26,Dragonstone,296.35,145.3,73.8,0.94
2040-11-26,Narnia,295.35,314.8,82.3,1.24
2040-11-26,Emerald City,300.25,132.5,90.5,2.09
2040-11-26,Hogsmeade,293.45,359.7,49.0,0.73
2040-11-26,Mystic Falls,296.45,181.4,51.8,0.93
2040-11-26,Pandora,306.95,278.1,70.6,0.77
2040-11-26,Atlantis,295.65,59.3,50.0,2.06
2040-11-26,Gotham,303.65,26.7,67.4,0.95
2040-11-26,Rivendell,299.95,414.6,54.0,2.1
2040-11-26,Winterfell,297.65,221.7,73.0,1.45
2040-11-26,Starling City,296.85,181.9,58.1,0.7
2040-11-26,Neverland,305.85,125.5,80.7,0.95
2040-11-26,Zion,310.65,208.2,54.0,2.03
2040-11-26,El Dorado,304.25,64.6,72.8,1.78
2040-11-26,Eldoria,294.65,400.2,69.3,1.16
2040-11-26,Atlantis,295.65,59.3,50.0,2.06
2040-11-26,Gotham,303.65,26.7,67.4,0.95
2040-11-26,Camelot,294.75,87.4,82.3,1.95
2040-11-26,Olympus,296.95,24.2,51.6,1.86
2040-11-26,Avalon,294.65,441.7,81.5,1.64
2040-11-26,Valhalla,307.75,213.8,80.1,1.28
2040-11-26,Shangri-La,310.75,333.4,52.3,0.93
2040-11-26,Elysium,300.75,311.3,49.5,1.22
2040-11-26,Arcadia,294.65,173.1,60.0,2.1
2040-11-26,Arcadia,294.65,173.1,60.0,2.1
2040-11-26,Eldoria,294.65,400.2,69.3,1.16
2040-11-26,El Dorado,304.25,64.6,72.8,1.78
2040-11-26,Starling City,296.85,181.9,58.1,0.7
2040-11-26,Winterfell,297.65,221.7,73.0,1.45
2040-11-26,Rivendell,299.95,414.6,54.0,2.1
2040-11-26,Hogsmeade,293.45,359.7,49.0,0.73
2040-11-26,Metropolis,307.95,180.2,74.4,1.37
2040-11-26,Wakanda,303.65,54.7,53.8,0.66
2040-11-26,Zion,310.65,208.2,54.0,2.03
2040-11-26,Wakanda,303.65,54.7,53.8,0.66
2040-11-26,Rivendell,299.95,414.6,54.0,2.1
2040-11-26,Shangri-La,310.75,333.4,52.3,0.93
2040-11-26,Starling City,296.85,181.9,58.1,0.7
2040-11-26,Eldoria,294.65,400.2,69.3,1.16
2040-11-26,Olympus,296.95,24.2,51.6,1.86
2040-11-26,Metropolis,307.95,180.2,74.4,1.37
2040-11-26,Elysium,300.75,311.3,49.5,1.22
2040-11-26,Elysium,300.75,311.3,49.5,1.22
2040-11-26,Shangri-La,310.75,333.4,52.3,0.93
2040-11-26,Winterfell,297.65,221.7,73.0,1.45
2040-11-26,Valhalla,307.75,213.8,80.1,1.28
2040-11-26,Camelot,294.75,87.4,82.3,1.95
2040-11-26,El Dorado,304.25,64.6,72.8,1.78
2040-11-26,Zion,310.65,208.2,54.0,2.03
2040-11-26,Pandora,306.95,278.1,70.6,0.77
2040-11-26,Asgard,299.75,45.7,57.2,1.7
2040-11-26,Wakanda,303.65,54.7,53.8,0.66
2040-11-26,Dragonstone,296.35,145.3,73.8,0.94
2040-11-26,Avalon,294.65,441.7,81.5,1.64
